molregno,chembl_id,chirality,molecule_type,canonical_smiles,alogp,molecular_species,action_type
328400,CHEMBL1395,1,Small molecule,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,4.27,NEUTRAL,AGONIST
674574,CHEMBL1200623,1,Small molecule,CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,5.09,NEUTRAL,AGONIST
1363818,CHEMBL2079587,1,Small molecule,C[C@]12Cc3c[nH]nc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,4.12,NEUTRAL,AGONIST
190629,CHEMBL1170,1,Small molecule,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,4.84,NEUTRAL,AGONIST
674286,CHEMBL1200335,1,Small molecule,CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,6.4,NEUTRAL,AGONIST
674897,CHEMBL1200946,1,Small molecule,CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C,7.18,NEUTRAL,AGONIST
674387,CHEMBL1200436,1,Small molecule,C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,3.54,NEUTRAL,AGONIST
675052,CHEMBL1201101,1,Small molecule,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1,6.4,NEUTRAL,AGONIST
364520,CHEMBL386630,1,Small molecule,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,3.88,NEUTRAL,AGONIST
377718,CHEMBL1445,1,Small molecule,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,3.33,NEUTRAL,AGONIST
630886,CHEMBL1082407,2,Small molecule,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,3.99,NEUTRAL,ANTAGONIST
674363,CHEMBL1200412,1,Small molecule,C[C@]12CC[C@@H]3[C@H]4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCc1ccccc1,5.67,NEUTRAL,AGONIST
405364,CHEMBL1479,1,Small molecule,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,4.22,NEUTRAL,AGONIST
940358,CHEMBL1516474,2,Small molecule,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12.O=C(O)/C=C\C(=O)O,2.81,BASE,PARTIAL AGONIST
557741,CHEMBL1729,0,Small molecule,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,3.36,NEUTRAL,AGONIST
674891,CHEMBL1200940,2,Small molecule,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC.Cl.O,2,BASE,AGONIST
631810,CHEMBL1084172,1,Small molecule,O=C(O)C(c1ccccc1)(c1ccccc1)c1ccccc1.OCc1cc([C@@H](O)CNCCCCCCOCCOCc2c(Cl)cccc2Cl)ccc1O,4.61,BASE,AGONIST
34094,CHEMBL714,0,Small molecule,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,1.31,BASE,AGONIST
674395,CHEMBL1200444,0,Small molecule,CC(=O)O.CC(C)(C)NCC(O)c1ccc(O)c(CO)n1,0.7,BASE,AGONIST
674844,CHEMBL1200893,0,Small molecule,CC(Cc1ccc2c(c1)OCO2)NCC(O)c1ccc(O)c(O)c1.Cl,2.08,BASE,AGONIST
675012,CHEMBL1201061,1,Small molecule,CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1.Cl,1.31,BASE,AGONIST
1280054,CHEMBL1951071,1,Small molecule,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1.O=C(O)C(O)C(O)C(=O)O,2.22,BASE,AGONIST
674356,CHEMBL1200405,0,Small molecule,CS(=O)(=O)O.Cc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(=O)c2ccc(C)cc2)cc1,5.16,BASE,AGONIST
631502,CHEMBL1082607,0,Small molecule,O=C(O)c1ccc2ccccc2c1O.OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,4.11,BASE,AGONIST
791489,CHEMBL1367605,0,Small molecule,CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1.Cl,2.35,BASE,AGONIST
1153493,CHEMBL1789842,1,Small molecule,CCc1cc2c(cc1CC)CC(NC[C@H](O)c1ccc(O)c3[nH]c(=O)ccc13)C2.O=C(O)/C=C\C(=O)O,3.15,BASE,AGONIST
739751,CHEMBL1315867,0,Small molecule,CC(C)(C)NCC(O)c1cc(O)cc(O)c1.CC(C)(C)NCC(O)c1cc(O)cc(O)c1.O=S(=O)(O)O,1.52,BASE,AGONIST
2197564,CHEMBL3989693,1,Small molecule,CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1.CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1.O=C(O)C(O)C(O)C(=O)O,1.31,BASE,AGONIST
2197669,CHEMBL3989798,0,Small molecule,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1.COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1.O.O.O=C(O)/C=C/C(=O)O,2.22,BASE,AGONIST
991941,CHEMBL1568057,0,Small molecule,CC(C)NCC(O)c1cc(O)cc(O)c1.CC(C)NCC(O)c1cc(O)cc(O)c1.O=S(=O)(O)O,1.13,BASE,AGONIST
864943,CHEMBL1441059,0,Small molecule,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1.CC(C)(C)NCC(O)c1ccc(O)c(CO)c1.O=S(=O)(O)O,1.31,BASE,AGONIST
675104,CHEMBL1201153,0,Small molecule,CCC(NC(C)C)C(O)c1ccc(O)c(O)c1.CS(=O)(=O)O,1.91,BASE,AGONIST
674898,CHEMBL1200947,0,Small molecule,CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C.Cl,2.27,BASE,ANTAGONIST
27570,CHEMBL649,0,Small molecule,CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,0.63,BASE,ANTAGONIST
675682,CHEMBL1201731,0,Small molecule,Cl.OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,2.36,BASE,ANTAGONIST
674696,CHEMBL1200745,0,Small molecule,C=CCOc1ccccc1OCC(O)CNC(C)C.Cl,1.99,BASE,ANTAGONIST
1538559,CHEMBL2361370,1,Small molecule,CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1.CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1.O=S(=O)(O)O,3.47,BASE,ANTAGONIST
675014,CHEMBL1201063,0,Small molecule,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1.Cl,3.24,BASE,ANTAGONIST
505776,CHEMBL1671,0,Small molecule,CC(C)NCC(O)COc1cccc2ccccc12.Cl,2.58,BASE,ANTAGONIST
8543,CHEMBL500,0,Small molecule,CC(C)NCC(O)COc1cccc2[nH]ccc12,1.91,BASE,PARTIAL AGONIST
546564,CHEMBL1700,0,Small molecule,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1.Cl,1.09,BASE,ANTAGONIST
674871,CHEMBL1200920,0,Small molecule,CCC(NC(C)C)C(O)c1ccc(O)c(O)c1.Cl,1.91,BASE,AGONIST
675128,CHEMBL1201177,1,Small molecule,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O.Cl,2.33,BASE,ANTAGONIST
674821,CHEMBL1200870,1,Small molecule,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1.O=C(O)/C=C\C(=O)O,0.5,BASE,ANTAGONIST
8531,CHEMBL499,1,Small molecule,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,0.5,BASE,ANTAGONIST
674369,CHEMBL1200418,0,Small molecule,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1.Cl,2.96,BASE,AGONIST
675066,CHEMBL1201115,0,Small molecule,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1.Cl,1.53,BASE,ANTAGONIST
544765,CHEMBL1695,1,Small molecule,Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C.Cl,5.04,ZWITTERION,INHIBITOR
504310,CHEMBL1670,0,Small molecule,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,5.93,NEUTRAL,INHIBITOR
399361,CHEMBL1471,1,Small molecule,C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,4.95,NEUTRAL,ANTAGONIST
675733,CHEMBL1201782,1,Small molecule,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.C[C@@H](O[C@H]1OCCN(Cc2nn(P(=O)(O)O)c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,4.37,ACID,ANTAGONIST
397524,CHEMBL231779,2,Small molecule,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,2.7,NEUTRAL,INHIBITOR
328601,CHEMBL198362,1,Small molecule,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,2.52,NEUTRAL,INHIBITOR
421208,CHEMBL1518,2,Small molecule,CCCc1cc(=O)[nH]c(=S)[nH]1,1.38,NEUTRAL,INHIBITOR
175106,CHEMBL1138,1,Small molecule,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1,4.89,NEUTRAL,INHIBITOR
43740,CHEMBL771,1,Small molecule,N[C@@H]1CONC1=O,-1.62,ACID,INHIBITOR
1369651,CHEMBL2096642,2,Small molecule,CC(O)C(=O)O.Nc1cc(-c2ccncc2)c[nH]c1=O,1.02,NEUTRAL,INHIBITOR
50440,CHEMBL799,2,Small molecule,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,3.46,NEUTRAL,INHIBITOR
674928,CHEMBL1200977,2,Small molecule,CC(O)C(=O)O.Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,1.62,NEUTRAL,INHIBITOR
581819,CHEMBL1752,0,Small molecule,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,-2.21,NEUTRAL,INHIBITOR
141484,CHEMBL89598,0,Small molecule,C=CC(N)CCC(=O)O,0.36,ZWITTERION,INHIBITOR
365189,CHEMBL374478,1,Small molecule,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,4.34,NEUTRAL,INHIBITOR
397074,CHEMBL444633,1,Small molecule,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,4.62,NEUTRAL,INHIBITOR
497291,CHEMBL1660,1,Small molecule,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,5.65,NEUTRAL,INHIBITOR
466768,CHEMBL1617,1,Small molecule,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,6.16,ACID,INHIBITOR
84251,CHEMBL264241,1,Small molecule,CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1,,,INHIBITOR
2335113,CHEMBL4297142,1,Small molecule,CC(=O)O.CC(=O)O.CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,,,INHIBITOR
699421,CHEMBL1237070,1,Small molecule,CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)c(OS(=O)(=O)[O-])c5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)no2)cc1.[Na+],,,INHIBITOR
2335113,CHEMBL4297142,1,Small molecule,CC(=O)O.CC(=O)O.CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,,,INHIBITOR
1369604,CHEMBL2095208,1,Small molecule,CC(C)c1nc(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,6,NEUTRAL,INHIBITOR
2197549,CHEMBL3989678,2,Small molecule,C1CNCCN1.C1CNCCN1.C1CNCCN1.O.O=C(O)CC(O)(CC(=O)O)C(=O)O.O=C(O)CC(O)(CC(=O)O)C(=O)O,,,POSITIVE MODULATOR
86784,CHEMBL937,2,Small molecule,CCN(CC)C(=O)N1CCN(C)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O,0.7,NEUTRAL,POSITIVE MODULATOR
8167,CHEMBL496,2,Small molecule,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.61,ACID,INHIBITOR
64200,CHEMBL849,2,Small molecule,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,5.14,NEUTRAL,INHIBITOR
674348,CHEMBL1200397,2,Small molecule,CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12.Cl,5.77,BASE,INHIBITOR
674783,CHEMBL1200832,2,Small molecule,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12.Cl,4.88,BASE,INHIBITOR
56831,CHEMBL822,2,Small molecule,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,4.88,BASE,INHIBITOR
674444,CHEMBL1200493,2,Small molecule,CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12.Cl,4.99,BASE,INHIBITOR
393942,CHEMBL1463,2,Small molecule,Nc1[nH]c(=O)ncc1F,-0.51,NEUTRAL,INHIBITOR
1377932,CHEMBL2105662,2,Small molecule,CS(=O)(=O)O.O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1,8.38,BASE,INHIBITOR
798263,CHEMBL1374379,2,Small molecule,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,2.83,NEUTRAL,INHIBITOR
37820,CHEMBL734,2,Small molecule,CC(=O)NO,-0.49,NEUTRAL,INHIBITOR
674404,CHEMBL1200453,2,Small molecule,CCCCCCCCCCCCCCCCCCCCCCO,7.8,NEUTRAL,INHIBITOR
674992,CHEMBL1201041,1,Small molecule,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+],0.09,ACID,INHIBITOR
674339,CHEMBL1200388,1,Small molecule,Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)[O-])C(C)(C)S[C@H]12.O.[Na+],2.55,ACID,INHIBITOR
1671123,CHEMBL3181832,1,Small molecule,COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)[O-])C(C)(C)S[C@H]12.O.[Na+],0.95,ACID,INHIBITOR
187372,CHEMBL325041,1,Small molecule,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,,,INHIBITOR
675082,CHEMBL1201131,2,Small molecule,CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,3.72,NEUTRAL,INHIBITOR
16303,CHEMBL562,1,Small molecule,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,2.81,NEUTRAL,INHIBITOR
29637,CHEMBL685,2,Small molecule,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,2.97,NEUTRAL,INHIBITOR
26590,CHEMBL625,2,Small molecule,c1ccc2[nH]c(-c3cscn3)nc2c1,2.69,NEUTRAL,INHIBITOR
406787,CHEMBL1483,2,Small molecule,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,3.24,NEUTRAL,INHIBITOR
406787,CHEMBL1483,2,Small molecule,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,3.24,NEUTRAL,INHIBITOR
29637,CHEMBL685,2,Small molecule,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,2.97,NEUTRAL,INHIBITOR
26590,CHEMBL625,2,Small molecule,c1ccc2[nH]c(-c3cscn3)nc2c1,2.69,NEUTRAL,INHIBITOR
250908,CHEMBL1282,2,Small molecule,CC(C)Cn1cnc2c(N)nc3ccccc3c21,2.82,NEUTRAL,AGONIST
529987,CHEMBL1690,0,Small molecule,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=S(=O)(O)O,3.78,BASE,ANTAGONIST
13494,CHEMBL104,2,Small molecule,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,5.38,NEUTRAL,INHIBITOR
675000,CHEMBL1201049,0,Small molecule,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O,5.8,NEUTRAL,INHIBITOR
27308,CHEMBL638,1,Small molecule,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,2.18,NEUTRAL,INHIBITOR
255904,CHEMBL157101,0,Small molecule,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.21,NEUTRAL,INHIBITOR
8917,CHEMBL91,0,Small molecule,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,6.45,NEUTRAL,INHIBITOR
97867,CHEMBL64391,0,Small molecule,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,5.58,NEUTRAL,INHIBITOR
259959,CHEMBL1306,0,Small molecule,CC(C)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.46,NEUTRAL,INHIBITOR
444419,CHEMBL1559,0,Small molecule,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1.O=[N+]([O-])O,6.45,NEUTRAL,INHIBITOR
13758,CHEMBL106,2,Small molecule,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,0.74,NEUTRAL,INHIBITOR
674299,CHEMBL1200348,0,Small molecule,Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O,6.52,NEUTRAL,INHIBITOR
674389,CHEMBL1200438,0,Small molecule,Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,5.86,NEUTRAL,INHIBITOR
334337,CHEMBL1397,1,Small molecule,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,4.57,NEUTRAL,INHIBITOR
674676,CHEMBL1200725,0,Small molecule,Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1.O=[N+]([O-])O,7.02,NEUTRAL,INHIBITOR
674349,CHEMBL1200398,0,Small molecule,Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1.O=[N+]([O-])O,6.64,NEUTRAL,INHIBITOR
674787,CHEMBL1200836,2,Small molecule,Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1.O=[N+]([O-])O,6.12,NEUTRAL,INHIBITOR
21697,CHEMBL122,2,Small molecule,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,2.56,NEUTRAL,INHIBITOR
264453,CHEMBL1316,0,Small molecule,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,4.16,ACID,INHIBITOR
20496,CHEMBL599,2,Small molecule,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,1.95,ACID,INHIBITOR
139210,CHEMBL1070,2,Small molecule,COc1ccc2cc(CCC(C)=O)ccc2c1,3.37,NEUTRAL,INHIBITOR
67010,CHEMBL865,2,Small molecule,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,2.96,NEUTRAL,INHIBITOR
18694,CHEMBL118,2,Small molecule,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,3.51,NEUTRAL,INHIBITOR
26431,CHEMBL622,0,Small molecule,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,3.38,ACID,INHIBITOR
1449169,CHEMBL2218896,0,Small molecule,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CCC(=O)CC21,6.26,NEUTRAL,AGONIST
4496,CHEMBL465,1,Small molecule,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,5.74,NEUTRAL,AGONIST
41644,CHEMBL754,2,Small molecule,O=C([O-])P(=O)([O-])[O-].[Na+].[Na+].[Na+],-0.16,ACID,INHIBITOR
48701,CHEMBL152,1,Small molecule,Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1,-1.66,ACID,INHIBITOR
1364024,CHEMBL2079793,2,Small molecule,Nc1nc([O-])c2ncn(CCC(CO)CO)c2n1.[Na+],-0.9,NEUTRAL,INHIBITOR
674801,CHEMBL1200850,2,Small molecule,Nc1nc([O-])c2ncn(COC(CO)CO)c2n1.[Na+],-1.56,NEUTRAL,INHIBITOR
365284,CHEMBL182,2,Small molecule,Nc1nc(O)c2ncn(COC(CO)CO)c2n1,-1.56,NEUTRAL,INHIBITOR
365538,CHEMBL184,2,Small molecule,Nc1nc(O)c2ncn(COCCO)c2n1,-0.92,NEUTRAL,INHIBITOR
674405,CHEMBL1200454,0,Small molecule,CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(=O)nc(N)[nH]c21.Cl,-1.44,NEUTRAL,INHIBITOR
149095,CHEMBL1090,1,Small molecule,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,-1.98,NEUTRAL,INHIBITOR
674331,CHEMBL1200380,2,Small molecule,Nc1nc([O-])c2ncn(COCCO)c2n1.[Na+],-0.92,NEUTRAL,INHIBITOR
74284,CHEMBL880,2,Small molecule,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,0.54,NEUTRAL,INHIBITOR
675061,CHEMBL1201110,1,Small molecule,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21.Cl,-0.8,NEUTRAL,INHIBITOR
503213,CHEMBL1668,1,Small molecule,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,4.57,NEUTRAL,INHIBITOR
43952,CHEMBL772,1,Small molecule,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,4.17,NEUTRAL,INHIBITOR
674466,CHEMBL1200515,1,Small molecule,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,4.16,NEUTRAL,INHIBITOR
193281,CHEMBL117785,0,Small molecule,COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,3.24,NEUTRAL,INHIBITOR
2197715,CHEMBL3989844,1,Small molecule,C[C@H](N)Cc1ccccc1.O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O,1.58,BASE,INHIBITOR
1926820,CHEMBL3544971,1,Small molecule,C[C@H](N)Cc1ccccc1.C[C@H](N)Cc1ccccc1.O=S(=O)(O)O,1.58,BASE,INHIBITOR
1926755,CHEMBL3544906,1,Small molecule,C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1.Cl,3.75,BASE,INHIBITOR
674733,CHEMBL1200782,1,Small molecule,C[C@H](N)Cc1ccccc1.O=C(O)CCCCC(=O)O,1.58,BASE,INHIBITOR
23199,CHEMBL612,1,Small molecule,C[C@H](N)Cc1ccccc1,1.58,BASE,INHIBITOR
675129,CHEMBL1201178,1,Small molecule,CS(=O)(=O)O.CS(=O)(=O)O.C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN,1.19,BASE,INHIBITOR
1449151,CHEMBL2218878,2,Small molecule,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC.O=C(O)[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,2.74,NEUTRAL,INHIBITOR
11305,CHEMBL98,2,Small molecule,O=C(CCCCCCC(=O)Nc1ccccc1)NO,2.47,NEUTRAL,INHIBITOR
